/wiki/Andalusian_Progress_Party,/wiki/Canarian_Independent_Groups,/wiki/Confederation_of_the_Greens,/wiki/Democratic_Party_of_the_New_Left,/wiki/Galician_Coalition,/wiki/Galician_Nationalist_Bloc,/wiki/Galician_Socialist_Party%E2%80%93Galician_Left,/wiki/PSM%E2%80%93Nationalist_Agreement,/wiki/Progressives_for_the_Balearic_Islands,/wiki/Ruiz-Mateos_Group,/wiki/Unity_for_the_Isles,AP,AP-PDP-PL,AP–PDP,Amaiur logo.svg,Aralar,BNG–Nós,C's,CC,CDC,CDS,CHA,CUP,CiU,Compromís,Cs,DiL,EA,EE,EHB.png,ERC,ERC–CatSí,FAC,GBai,HB,ICV,IU,IU–LV,IU–UPeC,Isotipo Unidos Podemos.svg,Més,NC,NCa,NaBai,PA,PACMA,PAR,PCE,PDP,PDeCAT,PNV,PP,PRC,PRD,PSOE,Podemos,UA,UCD,UPCA,UPN,UPyD,UV,Unnamed: 0,Vox,date,eQuo,error,firm,lead,size,turnout,unio.cat
,,,,,,,,,,,,,,,,,17.1,,,,,,,,,,,,,,,,,,,,,7.9,,,,,,,,,,,,,26.2,,,21.6,18.3,,,,,,,136,,2016-03-09,,,Simple Lógica[p 177],4.6,1206.0,72.5,
,,,,,,,,,,,,,,,,,17.859/62,,,,,,,,,1.56/7,,,,,2.49/10,,,,,,,5.97/9,,,,,,,,,,,,,26.4107/110,,,21.988/91,18.158/61,,,,,,,137,,2016-03-08,,,GESOP/El Periódico[p 178][p 179],4.5,1000.0,,
,,,,,0.20,,,,,,,,,,,,15.742/45,0.31,,,,,,,,1.97,,,0.82,,2.59,,,,,,,4.63/5,,,,,,,1.0,,,,,1.15,28.6120/124,,,22.691/94,19.663/67,,,,,,,138,,2016-03-05,,,Celeste-Tel/eldiario.es[p 180][p 181],6.0,1100.0,66.1,
,,,,,,,,,,,,,,,,,14.942/46,0.41,,,,,,,,1.97/8,,,0.82,,2.49,,,,,,,4.22/4,,,,,,,,,,,,1.26,29.2125/128,,,21.887/90,20.264/67,,,,,,,139,,2016-03-04,,,NC Report/La Razón[p 182][p 183],7.4,1400.0,65.0,
,,,,,,,,,,,,,,,,,16.961,0.41,,,,,,,,2.49,,,1.04,,2.69,,,,,,,3.31,,,,,,,,,,,,1.36,26.5112,,,20.278,20.969,,,,,,,140,,2016-03-03,,,JM&A/Público[p 184],5.6,,67.3,
,,,,,,,,,,,,,,,,,15.8,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,26.8,,,20.3,22.1,,,,,,,141,,2016-02-26,,,Invymark/laSexta[p 185][p 186],4.7,1200.0,,
,,,,,,,,,,,,,,,,,17.6,,,,,,,,,,,,,,,,,,,,,5.4,,,,,,,,,,,,,25.6,,,22.1,19.8,,,,,,,142,,2016-02-23,,,DYM/El Confidencial[p 187],3.5,1071.0,,
,,,,,,,,,,,,,,,,,16.2,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,,,,,,,,26.4,,,21.8,20.7,,,,,,,143,,2016-02-19,,,Invymark/laSexta[p 188],4.6,,,
,,,,,,,,,,,,,,,,,15.350,,,,,,,,,2.17,,,,,2.49,,,,,,,4.03,,,,,,,,,,,,1.16,27.8119,,,23.193,18.860,,,,,,,144,,2016-02-18,,,Sigma Dos/El Mundo[p 189][p 190],4.7,1000.0,,
,,,,,,,,,,,,,,,,,14.241/42,0.31,,,,,,,,2.07/8,,,0.82,,2.59,,,,,,,3.41/2,,,,,,,,,,,,1.26,28.9125/127,,,21.487/89,21.168/72,,,,,,,145,,2016-02-18,,,NC Report/La Razón[p 191][p 192],7.5,1400.0,65.3,
,,,,,,,,,,,,,,,,,13.938/40,0.31/2,,,,,,,,2.17/8,,,0.92/3,,2.59/10,,,,,,,3.41/2,,,,,,,,,,,,1.16,27.7117/119,,,24.298/100,20.566/68,,,,,,,146,,2016-02-17,,,Encuestamos[p 193],3.5,1800.0,,
,,,,,,,,,,,,,,,,,14.9,,,,,,,,,2.4,,,0.7,,2.4,,,,,,,3.2,,,,,,,,,,,,1.2,27.1,,,22.3,22.3,,,,,,,147,,2016-02-16,,,GIPEyOP[p 194],4.8,1960.0,,
,,,,,,,,,,,,,,,,,14.944,0.31,,,,,,,,1.98,,,0.72,,2.610,,,,,,,3.31,,,,,,,,,,,,1.46,27.9119,,,20.884,21.475,,,,,,,148,,2016-02-11,,,GAD3/ABC[p 195][p 196],6.5,800.0,68,
,,,,,,,,,,,,,,,,,14.033,,,,,,,,,1.88,,,,,3.49,,,,,,,4.02,,,,,,,,,,,,1.16,29.0125,,,22.694,20.969,,,,,,,149,,2016-02-10,,,Estudio de Sociología Consultores[p 197],6.4,2100.0,,
,,,,,,,,,,,,,,,,,14.944,0.31,,,,,,,,2.39,,,0.92,,2.69,,,,,,,3.82,,,,,,,,,,,,1.26,27.8118,,,20.484,21.275,,,,,,,150,,2016-02-07,,,JM&A/Público[p 198],6.6,,70.5,
,,,,,,,,,,,,,,,,,18.9,,,,,,,,,,,,,,,,,,,,,5.1,,,,,,,,,,,,,26.9,,,21.7,20.3,,,,,,,151,,2016-02-05,,,Simple Lógica[p 199],5.2,1048.0,75.6,
,,,,,0.30,,,,,,,,,,,,15.141/46,0.41,,,,,,,,2.07/8,,,0.82,,2.79/10,,,,,,,3.72,,,,,,,1.0,,,,,1.25/6,28.5120/124,,,22.489/92,20.465/69,,,,,,,152,,2016-02-05,,,Celeste-Tel/eldiario.es[p 200][p 201],6.1,1100.0,66.6,
,,,,,,,,,,,,,,,,,15.1,,,,,,,,,,,,,,,,,,,,,3.8,,,,,,,,,,,,,27.8,,,21.1,21.6,,,,,,,153,,2016-02-05,,,Invymark/laSexta[p 202],6.2,,,
,,,,,,,,,,,,,,,,,18.5,,,,,,,,,,,,,,,,,,,,,4.3,,,,,,,,,,,,,24.0,,,23.3,19.9,,,,,,,154,,2016-02-04,,,Metroscopia/El País[p 203][p 204][p 205],0.7,1000.0,73,
,,,,,,,,,,,,,,,,,10.318,?1,,,,,,,,?8,,,?2,,?9,,,,,,,w.UP,25.6101,,,,,,,,,,,?6,29.8131,,,19.474,w.UP,,,,,,,155,,2016-01-25,,,Redondo & Asociados/Tiempo[p 206][p 207],4.2,13000.0,,
,,,,,,,,,,,,,,,,,13.438,0.31,,,,,,,,2.18,,,1.13,,2.49,,,,,,,2.91,,,,,,,,,,,,1.15,30.1131,,,21.389,20.065,,,,,,,156,,2016-01-21,,,GAD3/ABC[p 208][p 209],8.8,802.0,70,
,,,,,,,,,,,,,,,,,12.030/33,0.31,,,,,,,,2.27/8,,,0.82,,2.49,,,,,,,3.41/2,,,,,,,,,,,,1.26,30.7130/132,,,21.186/88,21.970/73,,,,,,,157,,2016-01-21,,,NC Report/La Razón[p 210][p 211],8.8,1900.0,65.6,
,,,,,,,,,,,,,,,,,14.4,,,,,,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,,28.0,,,21.3,20.3,,,,,,,158,,2016-01-19,,,MyWord/Cadena SER[p 212][p 213],6.7,1000.0,,
,,,,,,,,,,,,,,,,,10.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.5130,,,20.779,22.882,,,,,,,159,,2016-01-16,,,Redondo & Asociados[p 214],7.7,,,
,,,,,,,,,,,,,,,,,12.6,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,30.8,,,20.8,21.6,,,,,,,160,,2016-01-15,,,Invymark/laSexta[p 215],9.2,,,
,,,,,0.30,,,,,,,,,,,,12.633/35,0.31,,,,,,,,2.17/8,,,0.92,,2.59,,,,,,,3.32,,,,,,,1.0,,,,,1.15/6,30.2128/130,,,21.987/90,22.168/73,,,,,,,161,,2016-01-15,,,Celeste-Tel/eldiario.es[p 216][p 217],8.1,1100.0,67.5,
,,,,,,,,,,,,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,3.6,,,,,,,,,,,,,30.5,,,22.1,20.7,,,,,,,162,,2016-01-15,,,NC Report[p 129],8.4,955.0,,
,,,,,,,,,,,,,,,,,10.917/21,0.31,,,,,,,,2.05/7,,,0.82,,2.510/11,,,,,,,2.91,,,,,,,,,,,,1.15/6,33.2140/145,,,22.290/92,21.474/76,,,,,,,163,,2016-01-15,,,Encuestamos[p 218],11.0,1800.0,,
,,,,,,,,,,,,,,,,,16.6,,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,29.0,,,21.1,22.5,,,,,,,164,,2016-01-14,,,Metroscopia/El País[p 219][p 220][p 221],6.5,1200.0,76.4,
,,,,,,,,,,,,,,,,,13.230,,,,,,,,,,,,,,,,,,,,,3.92,,,,,,,,,,,,,32.4137,,,22.490,20.565,,,,,,,165,,2016-01-14,,,Estudio de Sociología Consultores[p 222],10.0,2200.0,,
,,,,,,,,,,,,,,,,,14.7,,,,,,,,,,,,,,,,,,,,,4.8,,,,,,,,,,,,,30.0,,,20.4,21.3,,,,,,,166,,2016-01-12,,,Simple Lógica[p 223],8.7,1050.0,77.1,
,,,,,,,,,,,,,,,,,11.826,?1,,,,,,,,1.87,,,0.92,,2.39,,,,,,,w.UP,22.978,,,,,,,,,,,1.26,31.4128,,,23.593,w.UP,,,,,,,167,,2016-01-11,,,IMOP/Llorente & Cuenca[p 224],7.9,1000.0,69,
,,,,,,,,,,,,,,,,,13.339,0.00,,,,,,,,1.77,,,1.02,,2.811,,,,,,,3.72,,,,,,,,,,,,1.36,28.8123,,,20.583,21.979,,,,,,,169,,2016-01-11,,,CIS[p 225][p 226][p 227],6.9,2496.0,,
,,,,,0.30,,,,,,,,,,,,13.940,0.31,,,,,,,,2.28,,,0.92,,2.49,,,,,,,3.72,,,,,,,0.9,,,,,1.26,28.7123,,,22.090,20.769,,,,,,,170,,2015-12-20,,,2015 general election,6.7,,69.7,
,,,,,0.30,,,,,,,,,0.92,,,13.940,0.31,2.28,,,,,w.Ps,,,,,,,2.49,w.PP,0.10,,,,,3.72,,0.10,,w.PSOE,,,,,,,,1.26,28.7123,,,22.090,20.769,,,,,0.60,,0,0.2,2015-12-20,w.Ps,,2015 general election,6.7,,69.7,0.30
,,,,,0.30,,,,,,,,,1.03/4,,,15.247/50,0.30/1,1.76/7,,,,,w.Ps,,,,,,,2.59/11,w.PP,0.20/1,,,,,4.13/4,,0.20,,w.PSOE,,,,,,,,1.14/5,26.8114/118,,,20.581/85,21.776/80,,,,,1.10,,1,,2015-12-20,w.Ps,,TNS Demoscopia/RTVE[p 1][p 2],5.1,177100.0,,0.30
,,,,,0.30,,,,,,,,,1.26,,,16.653,0.41,1.87,,,,,w.Ps,,,,,,,1.76,w.PP,0.10,,,,,3.31,,,,w.PSOE,,,,,,,,1.46,29.3124,,,20.783,19.563,,,,,0.30,,2,,2015-12-19,w.Ps,,Redondo & Asociados[p 3],8.6,1790.0,,
,,,,,,,,,,,,,,,,,15.345/49,,,,,,,w.Ps,,,,,,,,w.PP,,,,,,4.01/3,,,,w.PSOE,,,,,,,,,26.6112/116,,,20.176/80,21.580/84,,,,,,,3,,2015-12-19,w.Ps,,GESOP/El Periòdic[p 4],5.1,950.0,75–77,
,,,,,,,,,,,,,,,,,15.547/51,,,,,,,w.Ps,,,,,,,,w.PP,,,,,,4.42/4,,,,w.PSOE,,,,,,,,,26.6111/115,,,20.882/86,20.170/74,,,,,,,4,,2015-12-18,w.Ps,,GESOP/El Periòdic[p 5],5.8,800.0,75–77,
,,,,,,,,,,,,,,0.92/4,,,14.946/50,0.30/1,1.85/7,,,,,w.Ps,,,,,,,2.78/9,w.PP,0.10/1,,,,,4.32/4,,,,w.PSOE,,,,,,,,1.35/6,28.1121/124,,,20.479/83,21.170/74,,,,,,,5,,2015-12-18,w.Ps,,GAD3/Antena 3[p 6],7.0,7000.0,74,
,,,,,,,,,,,,,,,,,16.050/54,,,,,,,w.Ps,,,,,,,,w.PP,,,,,,3.82/4,,,,w.PSOE,,,,,,,,,25.8107/111,,,21.484/88,20.471/75,,,,,,,6,,2015-12-17,w.Ps,,GESOP/El Periòdic[p 7],4.4,750.0,74–76,
,,,,,,,,,,,,,,,,,15.950/54,,,,,,,w.Ps,,,,,,,,w.PP,,,,,,3.72/4,,,,w.PSOE,,,,,,,,,26.2108/112,,,21.083/87,20.471/75,,,,,,,7,,2015-12-16,w.Ps,,GESOP/El Periòdic[p 8],5.2,700.0,74–76,
,,,,,,,,,,,,,,,,,16.354/58,,,,,,,w.Ps,,,,,,,,w.PP,,,,,,4.53/5,,,,w.PSOE,,,,,,,,,25.4106/110,,,20.681/85,19.666/70,,,,,,,8,,2015-12-15,w.Ps,,GESOP/El Periòdic[p 9],4.8,650.0,,
,,,,,,,,,,,,,,,,,17.257/61,,,,,,,w.Ps,,,,,,,,w.PP,,,,,,4.83/5,,,,w.PSOE,,,,,,,,,25.4104/108,,,20.981/85,19.063/67,,,,,,,9,,2015-12-14,w.Ps,,GESOP/El Periòdic[p 10],4.5,700.0,,
,,,,,,,,,,,,,,1.15,,,17.660/63,0.40/1,2.49,,,,,w.Ps,,,,,,,2.38,w.PP,,,,,,3.93/4,,,,w.PSOE,,,,,,,,1.36,28.6120/125,,,21.079/82,17.952/55,,,,,,,10,,2015-12-14,w.Ps,,GAD3/Antena 3[p 11],7.6,3200.0,,
,,,,,?0/2,,,,,,,,,1.15/7,,,17.045/49,?1/2,1.98/10,,,,,w.Ps,,,,,,,2.28/11,w.PP,?0/1,,,,,4.01/5,,,,w.PSOE,,,,,,,,1.45/6,26.9116/120,,,22.987/91,18.657/61,,,,,,,11,,2015-12-14,w.Ps,,Encuestamos[p 12],4.0,2000.0,,
,,,,,0.50,,,,,,,,,1.25,,,16.556,0.52,2.710,,,,,w.Ps,,,,,,,3.212,w.PP,0.21,,,,,3.83,,,,w.PSOE,,,,,,,,1.25,24.5106,0.21,,21.381,19.968,,,,,0.90,,12,,2015-12-14,w.Ps,,GIPEyOP[p 13],3.2,17195.0,,0.30
,,,,,0.50,,,,,,,,,1.05,,,20.168,0.51,2.39,,,,,w.Ps,,,,,,,2.18,w.PP,0.20,,,,,3.11,,,,w.PSOE,,,,,,,,1.36,27.7120,0.21,,18.670,18.061,,,,,0.30,,13,,2015-12-13,w.Ps,,JM&A/Público[p 14],7.6,,74.6,
,,,,,,,,,,,,,,,,,20.0,,,,,,,w.Ps,,,,,,,,w.PP,,,,,,4.8,,,,w.PSOE,,,,,,,,,28.9,,,18.9,17.3,,,,,,,14,,2015-12-13,w.Ps,,TNS Demoscopia/Antena 3[p 15][p 16],8.9,1017.0,,
,,,,,,,,,,,,,,,,,18.060/64,,,,,,,w.Ps,,,,,,,,w.PP,,,,,,?3/5,,,,w.PSOE,,,,,,,,,25.2103/107,,,20.880/84,18.459/63,,,,,,,15,,2015-12-12,w.Ps,,GESOP/El Periódico[p 17][p 18],4.4,800.0,,
,,,,,0.41,,,,,,,,,1.16,,,17.855/62,0.31,1.97,,,,,w.Ps,,,,,,,2.08,w.PP,0.11,,,,,3.31,,,,w.PSOE,,,,,,,,1.06,29.9125/128,,,22.088/92,16.349/51,,,,,0.30,,16,0.4,2015-12-12,w.Ps,,NC Report/La Razón[p 19][p 20],7.9,3000.0,75.8,0.62
,,,,,0.40/1,,,,,,,,,1.15/6,,,18.153/61,0.31,2.07/8,,,,,w.Ps,,,,,,,2.07/8,w.PP,0.20/1,,,,,3.51/3,,0.10,,w.PSOE,,,,,,,,1.25/6,28.1115/123,,,22.785/92,17.047/53,,,,,0.40,,17,0.6,2015-12-11,w.Ps,,Celeste-Tel/eldiario.es[p 21][p 22],5.4,1100.0,72.7,
,,,,,,,,,,,,,,,,,18.9,,,,,,,w.Ps,,,,,,,,w.PP,,,,,,3.6,,,,w.PSOE,,,,,,,,,29.0,,,18.9,17.2,,,,,0.1,,18,,2015-12-11,w.Ps,,Invymark/laSexta[p 23][p 24],10.1,,,
,,,,,,,,,,,,,,,,,19.970,,1.27,,,,,w.Ps,,,,,,,?7,w.PP,,,,,,2.71,,,,w.PSOE,,,,,,,,,28.8123,,,19.772,17.959,,,,,0.20,,19,,2015-12-11,w.Ps,,Demoscopia Servicios/esRadio[p 25][p 26],8.9,1500.0,,
,,,,,,,,,,,,,,,,,20.9,,2.0,,,,,w.Ps,,,,,,,,w.PP,,,,,,5.2,,,,w.PSOE,,,,,,,,0.7,27.0,,,18.2,17.2,,,,,0.6,,20,,2015-12-11,w.Ps,,Simple Lógica[p 27],6.1,1005.0,70.3,
,,,,,,,,,,,,,,1.14/6,,,20.360/80,0.20/1,1.77/9,,,,,w.Ps,,,,,,,2.08/11,w.PP,,,,,,3.24/6,,,,w.PSOE,,,,,,,,1.14/6,26.5100/120,,,22.780/90,18.145/60,,,,,0.50,,21,,2015-12-11,w.Ps,,Hamalgama–Ágora Integral[p 28],3.8,1206.0,,
,,,,,0.30,,,,,,,,,1.15,,,18.159/63,0.41,2.49,,,,,w.Ps,,,,,,,2.38,w.PP,0.10,,,,,4.13/5,,,,w.PSOE,,,,,,,,1.36,28.3117/124,,,21.283/85,17.650/53,,,,,0.30,,22,,2015-12-11,w.Ps,,GAD3/ABC[p 29][p 30],7.1,7300.0,77,0.20
,,,,,,,,,,,,,,,,,18.253/67,,,,,,,w.Ps,,,,,,,,w.PP,,,,,,5.01/3,,,,w.PSOE,,,,,,,,,25.3105/112,,,21.085/94,19.155/64,,,,,,,23,,2015-12-10,w.Ps,,Metroscopia/El País[p 31][p 32][p 33],4.3,2800.0,79,
,,,,,0.40/1,,,,,,,,,1.15/7,,,19.865/69,0.30/1,2.18/9,,,,,w.Ps,,,,,,,2.18/9,w.PP,0.20/1,,,,,4.35/7,,,,w.PSOE,,,,,,,,1.14/6,27.7113/117,,,20.586/90,16.242/48,,,,,0.30,,24,,2015-12-10,w.Ps,,IBES/Última Hora[p 34],7.2,1800.0,,0.50/1
,,,,,,,,,,,,,,,,,18.661/66,,,,,,,w.Ps,,,,,,,,w.PP,,,,,,4.03/4,,,,w.PSOE,,,,,,,,,26.5114/118,,,21.782/86,17.051/57,,,,,1.00,,25,,2015-12-09,w.Ps,,MyWord/Cadena SER[p 35][p 36],4.8,1500.0,,
,,,,,,,,,,,,,,1.14,,,19.662/69,?0/1,2.49,,,,,w.Ps,,,,,,,2.59,w.PP,,,,,,3.73/5,,,,w.PSOE,,,,,,,,1.25,27.2114/119,,,20.376/81,18.456/60,,,,,,,26,,2015-12-09,w.Ps,,Sigma Dos/El Mundo[p 37][p 38],6.9,8350.0,,
,,,,,,,,,,,,,,1.24,,,19.873,0.41,1.87,,,,,w.Ps,,,,,,,1.98,w.PP,0.10,,,,,3.31,,,,w.PSOE,,,,,,,,1.46,28.3120,,,20.880,16.650,,,,,,,27,,2015-12-09,w.Ps,,Redondo & Asociados[p 39][p 40],7.5,1500.0,,
,,,,,,,,,,,,,,,,,23.2,,,,,,,w.Ps,,,,,,,,w.PP,,,,,,6.3,,,,w.PSOE,,,,,,,,,26.7,,,17.0,19.1,,,,,,,28,,2015-12-09,w.Ps,,DYM/El Confidencial[p 41],3.5,1012.0,,
,,,,,,,,,,,,,,,,,?66/72,,,,,,,w.Ps,,,,,,,,w.PP,,,,,,?2/6,,,,w.PSOE,,,,,,,,,?110/120,,,?70/76,?57/63,,,,,,,29,,2015-12-09,w.Ps,,Infortécnica[p 42][p 43],,2114.0,,
,,,,,,,,,,,,,,1.0,,,16.2,,1.9,,,,,w.Ps,,,,,,,2.2,w.PP,,,,,,4.9,,,,w.PSOE,,,,,,,,1.5,26.7,,,24.9,16.4,,,,,,,30,,2015-12-07,w.Ps,,Encuestamos[p 44],1.8,1800.0,,
,,,,,0.50,,,,,,,,,1.04,,,21.275,0.51,2.210,,,,,w.Ps,,,,,,,2.08,w.PP,0.20,,,,,3.11,,,,w.PSOE,,,,,,,,1.26,26.6118,0.21,,18.875,16.651,,,,,0.30,,31,,2015-12-06,w.Ps,,JM&A/Público[p 45],5.4,,70.1,
,,,,,,,,,,,,,,,,,21.9,,,,,,,w.Ps,,,,,,,,w.PP,,,,,,4.3,,,,w.PSOE,,,,,,,,,27.9,,,20.4,15.1,,,,,,,32,,2015-12-06,w.Ps,,TNS Demoscopia/Antena 3[p 46][p 47],6.0,1035.0,,
,,,,,?0,,,,,,,,,0.74,,,19.963,?0,3.09,,,,,w.Ps,,,,,,,2.16,w.PP,?1,,,,,3.61,,?1,,w.PSOE,,,,,,,,1.27,27.8124,,,19.478,18.256,,,,,,,33,,2015-12-04,w.Ps,,Sondaxe/La Voz de Galicia[p 48][p 49],7.9,1000.0,,
,,,,,0.40/1,,,,,,,,,1.05/6,,,18.861/67,0.31,2.07/8,,,,,w.Ps,,,,,,,1.97/8,w.PP,0.21,,,,,3.82/3,,0.10,,w.PSOE,,,,,,,,1.25/6,28.2118/121,,,23.190/93,16.246/51,,,,,0.30,,34,0.6,2015-12-04,w.Ps,,Celeste-Tel/eldiario.es[p 50],5.1,1100.0,71.7,
,,,,,,,,,,,,,,,,,18.7,,,,,,,w.Ps,,,,,,,,w.PP,,,,,,3.5,,,,w.PSOE,,,,,,,,,28.9,,,19.9,16.0,,,,,0.2,,35,,2015-12-04,w.Ps,,Invymark/laSexta[p 51][p 52],9.0,,,
,,,,,,,,,,,,,,1.46/7,,,21.070/72,0.11,1.67/8,,,,,w.Ps,,,,,,,1.89,w.PP,,,,,,3.82,,,,w.PSOE,,,,,,,,1.45,28.1112/116,,,21.078/82,15.153/54,,,,,,,36,,2015-12-04,w.Ps,,A+M/20minutos[p 53],7.1,5000.0,73.8,
,,,,,0.31,,,,,,,,,1.05,,,17.855/62,0.42,2.18/9,,,,,w.Ps,,,,,,,2.07/8,w.PP,0.21,,,,,3.73,,,,w.PSOE,,,,,,,,1.26,29.8126/133,,,22.789/92,15.640/45,,,,,0.30,,37,0.4,2015-12-04,w.Ps,,NC Report/La Razón[p 54][p 55],7.1,1500.0,74.6,0.62
,,,,,,,,,,,,,,,,,21.675/79,,2.08/9,,,,,w.Ps,,,,,,,2.08/9,w.PP,,,,,,4.03/4,,,,w.PSOE,,,,,,,,1.0?,27.5117/121,,,19.470/74,17.248/52,,,,,,,38,,2015-12-03,w.Ps,,Sigma Dos/Mediaset[p 56][p 57],5.9,1800.0,,
,,,,,0.20,,,,,,,,,1.15,,,17.959/63,0.41,2.59,,,,,w.Ps,,,,,,,2.28,w.PP,0.10,,,,,3.71/3,,,,w.PSOE,,,,,,,,1.55,28.2120/123,,,21.585/87,16.651/52,,,,,0.30,,39,,2015-12-03,w.Ps,,GAD3/ABC[p 58][p 59],6.7,5700.0,76,0.20
,,,,,0.6,,,,,,,,,1.1,,,15.8,0.4,1.9,,,,,w.Ps,,,,,,,2.2,w.PP,,,,,,5.3,,,,w.PSOE,,,,,,,,1.4,26.5,,,25.2,16.3,,,,,,,40,,2015-12-01,w.Ps,,Encuestamos[p 60],1.3,1800.0,,
,,,,,,,,,,,,,,1.14,,,20.274,0.52,2.07,,,,,w.Ps,,,,,,,2.18,w.PP,0.22,,,,,3.92,,,,w.PSOE,,,,,,,,1.36,28.1114,,,21.584,15.348,,,,,,,41,,2015-12-01,w.Ps,,Redondo & Asociados[p 61][p 62],6.6,1500.0,,
,,,,,,,,,,,,,,,,,21.6,,,,,,,w.Ps,,,,,,,,w.PP,,,,,,4.0,,,,w.PSOE,,,,,,,,,27.1,,,20.0,15.5,,,,,0.3,,42,,2015-11-29,w.Ps,,TNS Demoscopia/Antena 3[p 63][p 64],5.5,1033.0,,
,,,,,,,,,,,,,,,,,21.076/80,,2.07/8,,,,,w.Ps,,,,,,,2.79/11,w.PP,,,,,,4.94/6,,,,w.PSOE,,,,,,,,,23.998/102,,,21.482/86,16.052/56,,,,,,,43,,2015-11-28,w.Ps,,GESOP/El Periódico[p 65][p 66],2.5,1816.0,,
,,,,,0.50/1,,,,,,,,,1.05/6,,,18.657/61,0.41/2,1.98/9,,,,,w.Ps,,,,,,,1.98/9,w.PP,0.21,,,,,3.62/3,,0.10,,w.PSOE,,,,,,,,1.25/6,28.1118/121,,,23.995/98,15.339/44,,,,,0.40,,44,0.7,2015-11-27,w.Ps,,Celeste-Tel/eldiario.es[p 67],4.2,1100.0,,0.50/1
,,,,,,,,,,,,,,,,,18.0,,,,,,,w.Ps,,,,,,,,w.PP,,,,,,3.4,,,,w.PSOE,,,,,,,,,29.5,,,20.8,14.3,,,,,0.2,,45,,2015-11-27,w.Ps,,Invymark/laSexta[p 68][p 69],8.7,1200.0,,
,,,,,0.31,,,,,,,,,0.95,,,17.452/55,0.42,2.18/9,,,,,w.Ps,,,,,,,2.07/8,w.PP,0.21,,,,,3.53,,,,w.PSOE,,,,,,,,1.26,29.3125/130,,,23.191/95,15.642/46,,,,,0.30,,46,0.4,2015-11-27,w.Ps,,NC Report/La Razón[p 70][p 71],6.2,3000.0,74.0,0.62
,,,,,,,,,,,,,,,,,23.082/84,,2.28/9,,,,,w.Ps,,,,,,,2.28/9,w.PP,,,,,,3.83/5,,,,w.PSOE,,,,,,,,1.15/6,27.1111/115,,,20.278/79,16.243/45,,,,,,,47,,2015-11-26,w.Ps,,Sigma Dos/El Mundo[p 72][p 73][p 74],4.1,1500.0,,
,,,,,,,,,,,,,,1.14,,,19.972,?2,2.07,,,,,w.Ps,,,,,,,2.18,w.PP,?1,,,,,4.12,,,,w.PSOE,,,,,,,,1.36,28.3117,,,21.283,15.548,,,,,0.20,,48,,2015-11-26,w.Ps,,Demoscopia Servicios/esRadio[p 75][p 76],7.1,1500.0,,
,,,,,0.20,,,,,,,,,1.35,,,17.459,0.41,2.59,,,,,w.Ps,,,,,,,2.59,w.PP,0.21,,,,,4.03,,,,w.PSOE,,,,,,,,1.45,28.3125,,,23.191,14.941,,,,,0.30,,49,,2015-11-26,w.Ps,,GAD3/ABC[p 77][p 78],5.2,4300.0,74.5,0.21
,,,,,,,,,,,,,,,,,22.6,,,,,,,w.Ps,,,,,,,,w.PP,,,,,,5.2,,,,w.PSOE,,,,,,,,,22.7,,,22.5,17.1,,,,,,,50,,2015-11-25,w.Ps,,Metroscopia/El País[p 79][p 80],0.1,1200.0,78,
,,,,,0.6,,,,,,,,,0.9,,,15.1,0.4,1.9,,,,,w.Ps,,,,,,,2.1,w.PP,,,,,,6.2,,,,w.PSOE,,,,,,,,1.4,26.6,,,25.4,16.0,,,,,,,51,,2015-11-24,w.Ps,,Encuestamos[p 81],1.2,1800.0,,
,,,,,0.51,,,,,,,,,1.67,,,20.262,0.52,2.28,,,,,w.Ps,,,,,,,2.710,w.PP,0.21,,,,,5.06,,,,w.PSOE,,,,,,,,1.66,25.0111,,,21.788,16.847,,,,,,,52,,2015-11-22,w.Ps,,Deimos Estadística[p 82],3.3,,,0.71
,,,,,,,,,,,,,,,,,21.3,,,,,,,w.Ps,,,,,,,,w.PP,,,,,,4.3,,,,w.PSOE,,,,,,,,,27.4,,,20.6,14.3,,,,,0.2,,53,,2015-11-22,w.Ps,,TNS Demoscopia/Antena 3[p 83],6.1,1018.0,,
,,,,,0.50/1,,,,,,,,,1.05/6,,,18.959/63,0.41/2,2.08/9,,,,,w.Ps,,,,,,,1.87/8,w.PP,0.21,,,,,3.42/3,,0.10,,w.PSOE,,,,,,,,1.25/6,27.5115/118,,,23.997/100,15.136/42,,,,,0.40,,54,0.7,2015-11-20,w.Ps,,Celeste-Tel/eldiario.es[p 84],3.6,1100.0,71.4,0.60/1
,,,,,,,,,,,,,,1.25,,,19.570,0.52,2.28,,,,,w.Ps,,,,,,,2.711,w.PP,0.20,,,,,4.24,,0.21,,w.PSOE,,,,,,,,1.36,27.2121,0.21,,18.776,15.946,,,,,0.50,,55,,2015-11-19,w.Ps,,JM&A/Público[p 85],7.7,,69.9,
